Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Mississippi,2019,4,1/26/19,624.00,580.00,13.00,116.00,26.00,40.00,16.00,48.00,,15.00,,150.00,38.00,0.00,0.00
Mississippi,2019,5,2/2/19,653.00,611.00,,142.00,23.00,31.00,27.00,49.00,,13.00,,161.00,37.00,0.00,0.00
Mississippi,2019,6,2/9/19,706.00,648.00,,134.00,27.00,32.00,29.00,40.00,14.00,15.00,,188.00,41.00,0.00,0.00
Mississippi,2019,7,2/16/19,674.00,628.00,,133.00,28.00,35.00,21.00,37.00,14.00,17.00,,160.00,42.00,0.00,0.00
Mississippi,2019,8,2/23/19,652.00,599.00,,117.00,33.00,35.00,27.00,51.00,12.00,17.00,,171.00,32.00,0.00,0.00
Mississippi,2019,9,3/2/19,633.00,580.00,,138.00,23.00,32.00,15.00,47.00,15.00,11.00,,154.00,29.00,0.00,0.00
Mississippi,2019,10,3/9/19,647.00,599.00,,126.00,30.00,31.00,17.00,57.00,,12.00,10.00,165.00,40.00,0.00,0.00
Mississippi,2019,11,3/16/19,628.00,575.00,,122.00,22.00,45.00,21.00,40.00,,21.00,,145.00,45.00,0.00,0.00
Mississippi,2019,12,3/23/19,635.00,582.00,,116.00,27.00,26.00,15.00,39.00,11.00,20.00,,156.00,30.00,0.00,0.00
Mississippi,2019,13,3/30/19,596.00,544.00,,122.00,16.00,27.00,11.00,46.00,,20.00,,144.00,33.00,0.00,0.00
Mississippi,2019,14,4/6/19,659.00,610.00,,129.00,23.00,28.00,19.00,48.00,,13.00,,179.00,25.00,0.00,0.00
Mississippi,2019,15,4/13/19,632.00,587.00,,130.00,24.00,34.00,15.00,50.00,16.00,16.00,,147.00,38.00,0.00,0.00
Mississippi,2019,16,4/20/19,568.00,513.00,,125.00,32.00,19.00,24.00,32.00,,14.00,,139.00,34.00,0.00,0.00
Mississippi,2019,17,4/27/19,603.00,558.00,,125.00,20.00,38.00,15.00,42.00,,11.00,,140.00,39.00,0.00,0.00
Mississippi,2019,18,5/4/19,639.00,577.00,,125.00,16.00,33.00,12.00,50.00,10.00,20.00,,144.00,37.00,0.00,0.00
Mississippi,2019,19,5/11/19,624.00,547.00,12.00,109.00,18.00,34.00,18.00,43.00,,14.00,,156.00,37.00,0.00,0.00
Mississippi,2019,20,5/18/19,610.00,560.00,,124.00,26.00,42.00,12.00,44.00,,16.00,,155.00,31.00,0.00,0.00
Mississippi,2019,21,5/25/19,627.00,562.00,,134.00,28.00,25.00,14.00,31.00,,13.00,,159.00,39.00,0.00,0.00
Mississippi,2019,22,6/1/19,656.00,607.00,,133.00,14.00,45.00,22.00,47.00,11.00,13.00,,142.00,40.00,0.00,0.00
Mississippi,2019,23,6/8/19,617.00,535.00,,116.00,25.00,24.00,13.00,38.00,,,,137.00,35.00,0.00,0.00
Mississippi,2019,24,6/15/19,610.00,564.00,15.00,130.00,22.00,37.00,19.00,39.00,,15.00,,156.00,32.00,0.00,0.00
Mississippi,2019,25,6/22/19,563.00,512.00,,115.00,19.00,25.00,13.00,32.00,10.00,10.00,,145.00,36.00,0.00,0.00
Mississippi,2019,26,6/29/19,581.00,525.00,10.00,100.00,21.00,28.00,17.00,40.00,,19.00,,146.00,27.00,0.00,0.00
Mississippi,2019,27,7/6/19,569.00,518.00,,110.00,17.00,25.00,15.00,35.00,12.00,12.00,,161.00,28.00,0.00,0.00
Mississippi,2019,28,7/13/19,628.00,567.00,,119.00,19.00,37.00,,36.00,,17.00,,173.00,30.00,0.00,0.00
Mississippi,2019,29,7/20/19,576.00,538.00,,123.00,24.00,27.00,,40.00,11.00,14.00,,148.00,38.00,0.00,0.00
Mississippi,2019,30,7/27/19,530.00,472.00,,122.00,19.00,29.00,14.00,23.00,,21.00,,115.00,26.00,0.00,0.00
Mississippi,2019,31,8/3/19,601.00,552.00,,111.00,24.00,28.00,10.00,39.00,10.00,15.00,,149.00,36.00,0.00,0.00
Mississippi,2019,32,8/10/19,643.00,587.00,11.00,146.00,27.00,36.00,16.00,35.00,12.00,14.00,,142.00,31.00,0.00,0.00
Mississippi,2019,33,8/17/19,578.00,516.00,,125.00,24.00,28.00,15.00,21.00,11.00,14.00,,129.00,36.00,0.00,0.00
Mississippi,2019,34,8/24/19,598.00,539.00,,126.00,17.00,40.00,12.00,25.00,,10.00,,143.00,38.00,0.00,0.00
Mississippi,2019,35,8/31/19,532.00,478.00,,106.00,17.00,21.00,11.00,31.00,,13.00,,146.00,22.00,0.00,0.00
Mississippi,2019,36,9/7/19,594.00,539.00,,113.00,23.00,28.00,15.00,37.00,,11.00,,144.00,45.00,0.00,0.00
Mississippi,2019,37,9/14/19,615.00,553.00,13.00,115.00,28.00,31.00,,34.00,,,,154.00,34.00,0.00,0.00
Mississippi,2019,38,9/21/19,539.00,489.00,,118.00,15.00,22.00,11.00,27.00,,,,141.00,19.00,0.00,0.00
Mississippi,2019,39,9/28/19,580.00,530.00,,144.00,22.00,31.00,,38.00,,11.00,,142.00,25.00,0.00,0.00
Mississippi,2019,40,10/5/19,588.00,537.00,,134.00,25.00,35.00,11.00,31.00,,19.00,,134.00,36.00,0.00,0.00
Mississippi,2019,41,10/12/19,574.00,530.00,,112.00,24.00,29.00,18.00,41.00,,13.00,,140.00,30.00,0.00,0.00
Mississippi,2019,42,10/19/19,564.00,520.00,,127.00,15.00,28.00,,44.00,,14.00,,139.00,35.00,0.00,0.00
Mississippi,2019,43,10/26/19,585.00,548.00,,120.00,27.00,34.00,,31.00,,19.00,,150.00,26.00,0.00,0.00
Mississippi,2019,44,11/2/19,597.00,553.00,,129.00,20.00,43.00,17.00,44.00,,11.00,,141.00,27.00,0.00,0.00
Mississippi,2019,45,11/9/19,639.00,587.00,,125.00,18.00,31.00,12.00,40.00,,24.00,,156.00,41.00,0.00,0.00
Mississippi,2019,46,11/16/19,621.00,566.00,,124.00,18.00,39.00,14.00,35.00,11.00,,,150.00,35.00,0.00,0.00
Mississippi,2019,47,11/23/19,636.00,581.00,,130.00,24.00,31.00,14.00,29.00,12.00,14.00,,152.00,30.00,0.00,0.00
Mississippi,2019,48,11/30/19,597.00,553.00,14.00,114.00,18.00,24.00,11.00,33.00,17.00,14.00,,147.00,28.00,0.00,0.00
Mississippi,2019,49,12/7/19,630.00,566.00,,130.00,24.00,28.00,15.00,31.00,13.00,,,152.00,39.00,0.00,0.00
Mississippi,2019,50,12/14/19,684.00,633.00,,116.00,13.00,37.00,22.00,56.00,14.00,18.00,11.00,168.00,42.00,0.00,0.00
Mississippi,2019,51,12/21/19,662.00,605.00,,136.00,19.00,38.00,18.00,39.00,,20.00,,160.00,32.00,0.00,0.00
Mississippi,2019,52,12/28/19,608.00,561.00,,102.00,21.00,29.00,16.00,60.00,,13.00,,158.00,25.00,0.00,0.00
Mississippi,2020,1,1/4/20,673.00,600.00,,115.00,,42.00,19.00,52.00,10.00,13.00,,170.00,34.00,0.00,0.00
Mississippi,2020,2,1/11/20,648.00,613.00,,131.00,21.00,30.00,23.00,54.00,,23.00,,164.00,27.00,0.00,0.00
Mississippi,2020,3,1/18/20,624.00,563.00,,109.00,19.00,35.00,17.00,38.00,,17.00,11.00,157.00,35.00,0.00,0.00
Mississippi,2020,4,1/25/20,611.00,572.00,,115.00,22.00,32.00,16.00,44.00,15.00,22.00,,146.00,30.00,0.00,0.00
Mississippi,2020,5,2/1/20,608.00,554.00,,125.00,20.00,29.00,18.00,52.00,13.00,11.00,,149.00,30.00,0.00,0.00
Mississippi,2020,6,2/8/20,702.00,632.00,,115.00,35.00,38.00,22.00,41.00,,18.00,,196.00,40.00,0.00,0.00
Mississippi,2020,7,2/15/20,648.00,594.00,,120.00,23.00,35.00,22.00,40.00,,17.00,,168.00,41.00,0.00,0.00
Mississippi,2020,8,2/22/20,624.00,572.00,,111.00,21.00,30.00,20.00,52.00,12.00,12.00,,175.00,34.00,0.00,0.00
Mississippi,2020,9,2/29/20,663.00,614.00,,132.00,20.00,39.00,25.00,47.00,13.00,17.00,,162.00,36.00,0.00,0.00
Mississippi,2020,10,3/7/20,662.00,602.00,,131.00,28.00,28.00,23.00,49.00,13.00,11.00,,166.00,26.00,0.00,0.00
Mississippi,2020,11,3/14/20,622.00,570.00,,123.00,17.00,31.00,26.00,40.00,10.00,17.00,,149.00,24.00,0.00,0.00
Mississippi,2020,12,3/21/20,625.00,572.00,,124.00,24.00,37.00,17.00,42.00,,16.00,,151.00,34.00,,
Mississippi,2020,13,3/28/20,696.00,645.00,,147.00,30.00,38.00,25.00,60.00,,19.00,,143.00,40.00,15.00,15.00
Mississippi,2020,14,4/4/20,707.00,658.00,,122.00,21.00,30.00,24.00,54.00,,19.00,,173.00,36.00,53.00,51.00
Mississippi,2020,15,4/11/20,698.00,655.00,,100.00,40.00,45.00,25.00,41.00,12.00,13.00,,146.00,29.00,65.00,61.00
Mississippi,2020,16,4/18/20,732.00,673.00,,126.00,26.00,44.00,20.00,45.00,10.00,20.00,,165.00,39.00,66.00,58.00
Mississippi,2020,17,4/25/20,750.00,688.00,11.00,125.00,28.00,48.00,19.00,33.00,10.00,13.00,,191.00,32.00,67.00,62.00
Mississippi,2020,18,5/2/20,748.00,682.00,,117.00,41.00,35.00,17.00,39.00,11.00,10.00,,170.00,38.00,100.00,92.00
Mississippi,2020,19,5/9/20,747.00,695.00,,119.00,31.00,37.00,15.00,50.00,10.00,10.00,,184.00,35.00,86.00,77.00
Mississippi,2020,20,5/16/20,775.00,699.00,,119.00,30.00,43.00,25.00,45.00,11.00,16.00,,162.00,34.00,108.00,98.00
Mississippi,2020,21,5/23/20,721.00,667.00,,102.00,28.00,43.00,14.00,40.00,,14.00,,169.00,28.00,101.00,93.00
Mississippi,2020,22,5/30/20,749.00,690.00,,116.00,24.00,38.00,12.00,40.00,,16.00,,167.00,30.00,107.00,97.00
Mississippi,2020,23,6/6/20,726.00,665.00,,134.00,21.00,26.00,,50.00,11.00,18.00,,175.00,29.00,89.00,79.00
Mississippi,2020,24,6/13/20,702.00,636.00,,120.00,26.00,37.00,,39.00,,10.00,,172.00,31.00,69.00,65.00
Mississippi,2020,25,6/20/20,743.00,664.00,,112.00,29.00,37.00,12.00,33.00,14.00,17.00,,177.00,44.00,75.00,67.00
Mississippi,2020,26,6/27/20,718.00,655.00,10.00,120.00,29.00,38.00,18.00,35.00,,12.00,,160.00,40.00,68.00,56.00
Mississippi,2020,27,7/4/20,709.00,640.00,11.00,100.00,28.00,49.00,13.00,41.00,,18.00,,143.00,35.00,91.00,81.00
Mississippi,2020,28,7/11/20,792.00,735.00,,123.00,35.00,46.00,13.00,48.00,,12.00,,168.00,37.00,120.00,109.00
Mississippi,2020,29,7/18/20,784.00,716.00,,124.00,34.00,31.00,15.00,30.00,,20.00,,157.00,43.00,128.00,119.00
Mississippi,2020,30,7/25/20,877.00,810.00,,128.00,42.00,35.00,14.00,52.00,11.00,12.00,,183.00,35.00,163.00,149.00
Mississippi,2020,31,8/1/20,866.00,807.00,,137.00,34.00,46.00,16.00,39.00,,16.00,,161.00,26.00,227.00,209.00
Mississippi,2020,32,8/8/20,914.00,836.00,,136.00,23.00,42.00,20.00,43.00,,16.00,,165.00,34.00,199.00,178.00
Mississippi,2020,33,8/15/20,855.00,787.00,,133.00,21.00,29.00,13.00,36.00,,12.00,,172.00,42.00,192.00,172.00
Mississippi,2020,34,8/22/20,809.00,751.00,10.00,110.00,31.00,43.00,18.00,37.00,,13.00,10.00,148.00,35.00,187.00,168.00
Mississippi,2020,35,8/29/20,805.00,740.00,,133.00,24.00,43.00,12.00,32.00,,12.00,13.00,167.00,30.00,156.00,135.00
Mississippi,2020,36,9/5/20,733.00,668.00,,109.00,28.00,35.00,21.00,34.00,,17.00,,158.00,21.00,114.00,99.00
Mississippi,2020,37,9/12/20,738.00,669.00,,122.00,26.00,37.00,,34.00,,13.00,,154.00,38.00,109.00,92.00
Mississippi,2020,38,9/19/20,734.00,672.00,,126.00,26.00,38.00,14.00,35.00,,14.00,,160.00,34.00,104.00,92.00
Mississippi,2020,39,9/26/20,712.00,663.00,,120.00,30.00,43.00,,25.00,11.00,11.00,,172.00,35.00,101.00,89.00
Mississippi,2020,40,10/3/20,720.00,660.00,,104.00,25.00,28.00,19.00,39.00,,13.00,,182.00,36.00,87.00,75.00
Mississippi,2020,41,10/10/20,756.00,691.00,,142.00,28.00,41.00,17.00,34.00,,13.00,11.00,166.00,40.00,73.00,66.00
Mississippi,2020,42,10/17/20,672.00,613.00,,110.00,35.00,37.00,12.00,42.00,,15.00,14.00,135.00,31.00,76.00,63.00
Mississippi,2020,43,10/24/20,713.00,664.00,,125.00,22.00,49.00,14.00,51.00,10.00,12.00,10.00,149.00,29.00,89.00,76.00
Mississippi,2020,44,10/31/20,702.00,649.00,,138.00,28.00,26.00,12.00,27.00,,16.00,15.00,155.00,36.00,87.00,70.00
Mississippi,2020,45,11/7/20,723.00,669.00,,109.00,23.00,33.00,14.00,39.00,10.00,12.00,16.00,164.00,44.00,108.00,93.00
Mississippi,2020,46,11/14/20,763.00,710.00,,139.00,29.00,38.00,18.00,35.00,,,12.00,163.00,32.00,116.00,96.00
Mississippi,2020,47,11/21/20,775.00,726.00,,101.00,31.00,33.00,14.00,45.00,12.00,17.00,16.00,176.00,38.00,134.00,119.00
Mississippi,2020,48,11/28/20,797.00,746.00,,113.00,34.00,50.00,14.00,48.00,12.00,14.00,16.00,153.00,39.00,150.00,131.00
Mississippi,2020,49,12/5/20,812.00,776.00,,121.00,25.00,46.00,18.00,34.00,11.00,15.00,17.00,152.00,37.00,191.00,165.00
Mississippi,2020,50,12/12/20,888.00,844.00,,135.00,29.00,44.00,15.00,33.00,,13.00,12.00,171.00,31.00,236.00,210.00
Mississippi,2020,51,12/19/20,743.00,723.00,,129.00,26.00,46.00,17.00,30.00,10.00,15.00,10.00,149.00,32.00,156.00,135.00
Mississippi,2020,52,12/26/20,591.00,576.00,,104.00,20.00,37.00,18.00,38.00,,,22.00,127.00,27.00,62.00,60.00
Mississippi,2020,53,1/2/21,555.00,539.00,,83.00,14.00,43.00,15.00,35.00,,,19.00,120.00,34.00,66.00,62.00
Missouri,2019,1,1/5/19,1283.00,1157.00,23.00,281.00,35.00,55.00,22.00,77.00,31.00,39.00,13.00,286.00,59.00,0.00,0.00
Missouri,2019,2,1/12/19,1355.00,1242.00,25.00,288.00,43.00,58.00,31.00,80.00,18.00,24.00,,310.00,75.00,0.00,0.00
Missouri,2019,3,1/19/19,1308.00,1206.00,19.00,269.00,38.00,54.00,23.00,84.00,26.00,30.00,,322.00,58.00,0.00,0.00
Missouri,2019,4,1/26/19,1278.00,1158.00,29.00,256.00,25.00,50.00,19.00,92.00,26.00,22.00,,315.00,70.00,0.00,0.00
Missouri,2019,5,2/2/19,1282.00,1167.00,19.00,242.00,41.00,49.00,31.00,92.00,23.00,31.00,10.00,310.00,67.00,0.00,0.00
Missouri,2019,6,2/9/19,1324.00,1195.00,20.00,263.00,42.00,55.00,37.00,75.00,25.00,24.00,,306.00,60.00,0.00,0.00
Missouri,2019,7,2/16/19,1382.00,1261.00,16.00,242.00,33.00,55.00,29.00,103.00,25.00,44.00,,350.00,74.00,0.00,0.00
Missouri,2019,8,2/23/19,1291.00,1192.00,17.00,269.00,27.00,54.00,37.00,78.00,30.00,31.00,,314.00,76.00,0.00,0.00
Missouri,2019,9,3/2/19,1277.00,1166.00,14.00,263.00,42.00,41.00,23.00,69.00,23.00,30.00,11.00,330.00,59.00,0.00,0.00
Missouri,2019,10,3/9/19,1315.00,1203.00,14.00,279.00,33.00,58.00,37.00,92.00,20.00,29.00,16.00,312.00,59.00,0.00,0.00
Missouri,2019,11,3/16/19,1340.00,1226.00,15.00,285.00,33.00,61.00,37.00,82.00,25.00,27.00,13.00,314.00,61.00,0.00,0.00
Missouri,2019,12,3/23/19,1312.00,1206.00,16.00,282.00,40.00,57.00,35.00,80.00,40.00,34.00,,295.00,58.00,0.00,0.00
Missouri,2019,13,3/30/19,1276.00,1177.00,18.00,240.00,38.00,63.00,30.00,86.00,27.00,34.00,12.00,306.00,69.00,0.00,0.00
Missouri,2019,14,4/6/19,1186.00,1093.00,14.00,234.00,31.00,50.00,32.00,65.00,13.00,37.00,,323.00,60.00,0.00,0.00
Missouri,2019,15,4/13/19,1214.00,1092.00,20.00,235.00,41.00,51.00,24.00,71.00,36.00,28.00,,283.00,59.00,0.00,0.00
Missouri,2019,16,4/20/19,1224.00,1120.00,12.00,260.00,25.00,45.00,19.00,74.00,28.00,30.00,,310.00,66.00,0.00,0.00
Missouri,2019,17,4/27/19,1252.00,1157.00,16.00,244.00,42.00,46.00,18.00,95.00,24.00,31.00,15.00,335.00,56.00,0.00,0.00
Missouri,2019,18,5/4/19,1232.00,1116.00,17.00,258.00,27.00,51.00,10.00,64.00,38.00,39.00,,306.00,65.00,0.00,0.00
Missouri,2019,19,5/11/19,1143.00,1039.00,21.00,253.00,20.00,45.00,20.00,72.00,20.00,38.00,,258.00,60.00,0.00,0.00
Missouri,2019,20,5/18/19,1278.00,1158.00,14.00,261.00,30.00,43.00,26.00,72.00,17.00,33.00,12.00,328.00,73.00,0.00,0.00
Missouri,2019,21,5/25/19,1270.00,1168.00,23.00,274.00,32.00,51.00,14.00,87.00,28.00,25.00,11.00,308.00,77.00,0.00,0.00
Missouri,2019,22,6/1/19,1177.00,1060.00,17.00,228.00,26.00,49.00,23.00,84.00,23.00,32.00,,270.00,60.00,0.00,0.00
Missouri,2019,23,6/8/19,1153.00,1043.00,17.00,228.00,31.00,45.00,14.00,70.00,27.00,25.00,11.00,275.00,62.00,0.00,0.00
Missouri,2019,24,6/15/19,1181.00,1055.00,11.00,268.00,40.00,45.00,23.00,70.00,31.00,23.00,,258.00,61.00,0.00,0.00
Missouri,2019,25,6/22/19,1188.00,1086.00,17.00,240.00,32.00,50.00,13.00,82.00,27.00,29.00,,280.00,64.00,0.00,0.00
Missouri,2019,26,6/29/19,1277.00,1156.00,19.00,251.00,34.00,51.00,14.00,71.00,31.00,33.00,,297.00,74.00,0.00,0.00
Missouri,2019,27,7/6/19,1256.00,1131.00,20.00,255.00,34.00,61.00,17.00,81.00,23.00,22.00,12.00,318.00,66.00,0.00,0.00
Missouri,2019,28,7/13/19,1245.00,1111.00,12.00,257.00,30.00,62.00,18.00,63.00,22.00,33.00,11.00,304.00,66.00,0.00,0.00
Missouri,2019,29,7/20/19,1186.00,1071.00,18.00,268.00,35.00,59.00,15.00,57.00,17.00,25.00,,266.00,61.00,0.00,0.00
Missouri,2019,30,7/27/19,1226.00,1104.00,25.00,244.00,29.00,57.00,27.00,67.00,27.00,30.00,,309.00,51.00,0.00,0.00
Missouri,2019,31,8/3/19,1151.00,1031.00,12.00,256.00,27.00,41.00,25.00,61.00,27.00,34.00,19.00,251.00,60.00,0.00,0.00
Missouri,2019,32,8/10/19,1176.00,1043.00,12.00,262.00,21.00,62.00,21.00,46.00,25.00,23.00,,274.00,53.00,0.00,0.00
Missouri,2019,33,8/17/19,1191.00,1051.00,13.00,242.00,26.00,67.00,19.00,70.00,19.00,28.00,,259.00,45.00,0.00,0.00
Missouri,2019,34,8/24/19,1159.00,1017.00,24.00,256.00,28.00,59.00,11.00,67.00,16.00,25.00,11.00,252.00,53.00,0.00,0.00
Missouri,2019,35,8/31/19,1183.00,1048.00,22.00,247.00,32.00,47.00,15.00,60.00,26.00,29.00,11.00,279.00,59.00,0.00,0.00
Missouri,2019,36,9/7/19,1196.00,1073.00,19.00,257.00,23.00,54.00,21.00,65.00,23.00,34.00,11.00,285.00,54.00,0.00,0.00
Missouri,2019,37,9/14/19,1176.00,1067.00,22.00,279.00,24.00,46.00,11.00,68.00,31.00,30.00,10.00,267.00,64.00,0.00,0.00
Missouri,2019,38,9/21/19,1181.00,1056.00,15.00,264.00,22.00,45.00,15.00,64.00,27.00,27.00,,277.00,53.00,0.00,0.00
Missouri,2019,39,9/28/19,1254.00,1127.00,20.00,278.00,35.00,60.00,15.00,76.00,29.00,26.00,16.00,273.00,68.00,0.00,0.00
Missouri,2019,40,10/5/19,1163.00,1042.00,12.00,244.00,31.00,39.00,18.00,67.00,23.00,31.00,16.00,269.00,65.00,0.00,0.00
Missouri,2019,41,10/12/19,1163.00,1039.00,25.00,247.00,30.00,48.00,13.00,60.00,23.00,19.00,,257.00,56.00,0.00,0.00
Missouri,2019,42,10/19/19,1199.00,1094.00,26.00,279.00,32.00,53.00,19.00,51.00,23.00,28.00,,293.00,56.00,0.00,0.00
Missouri,2019,43,10/26/19,1190.00,1073.00,15.00,243.00,31.00,68.00,14.00,66.00,21.00,24.00,12.00,274.00,69.00,0.00,0.00
Missouri,2019,44,11/2/19,1264.00,1156.00,13.00,257.00,31.00,54.00,14.00,85.00,44.00,31.00,16.00,288.00,72.00,0.00,0.00
Missouri,2019,45,11/9/19,1240.00,1124.00,23.00,264.00,31.00,66.00,13.00,53.00,22.00,35.00,12.00,274.00,70.00,0.00,0.00
Missouri,2019,46,11/16/19,1323.00,1197.00,22.00,265.00,39.00,63.00,24.00,71.00,28.00,30.00,,326.00,67.00,0.00,0.00
Missouri,2019,47,11/23/19,1313.00,1184.00,26.00,285.00,35.00,57.00,13.00,76.00,21.00,29.00,12.00,293.00,57.00,0.00,0.00
Missouri,2019,48,11/30/19,1255.00,1131.00,19.00,233.00,34.00,54.00,24.00,70.00,41.00,28.00,10.00,320.00,52.00,0.00,0.00
Missouri,2019,49,12/7/19,1225.00,1108.00,22.00,213.00,26.00,60.00,21.00,83.00,29.00,31.00,14.00,308.00,66.00,0.00,0.00
Missouri,2019,50,12/14/19,1247.00,1120.00,14.00,264.00,31.00,63.00,15.00,78.00,23.00,26.00,10.00,295.00,53.00,0.00,0.00
Missouri,2019,51,12/21/19,1257.00,1124.00,22.00,244.00,29.00,53.00,17.00,77.00,22.00,31.00,16.00,316.00,54.00,0.00,0.00
Missouri,2019,52,12/28/19,1332.00,1210.00,25.00,258.00,34.00,57.00,25.00,90.00,36.00,30.00,,316.00,66.00,0.00,0.00
Missouri,2020,1,1/4/20,1327.00,1204.00,18.00,263.00,31.00,63.00,23.00,91.00,41.00,29.00,,322.00,62.00,0.00,0.00
Missouri,2020,2,1/11/20,1333.00,1219.00,20.00,243.00,42.00,57.00,32.00,80.00,32.00,29.00,14.00,334.00,65.00,0.00,0.00
Missouri,2020,3,1/18/20,1333.00,1223.00,16.00,247.00,31.00,60.00,23.00,90.00,35.00,28.00,10.00,323.00,69.00,0.00,0.00
Missouri,2020,4,1/25/20,1349.00,1250.00,31.00,259.00,20.00,60.00,32.00,93.00,35.00,22.00,10.00,331.00,69.00,0.00,0.00
Missouri,2020,5,2/1/20,1362.00,1232.00,20.00,279.00,38.00,59.00,43.00,84.00,33.00,39.00,,297.00,68.00,0.00,0.00
Missouri,2020,6,2/8/20,1330.00,1206.00,23.00,257.00,33.00,45.00,29.00,85.00,29.00,52.00,,322.00,58.00,0.00,0.00
Missouri,2020,7,2/15/20,1346.00,1230.00,25.00,273.00,36.00,53.00,28.00,96.00,32.00,31.00,,292.00,75.00,0.00,0.00
Missouri,2020,8,2/22/20,1357.00,1238.00,21.00,253.00,33.00,65.00,43.00,84.00,42.00,40.00,,337.00,55.00,0.00,0.00
Missouri,2020,9,2/29/20,1366.00,1247.00,24.00,239.00,31.00,60.00,44.00,71.00,40.00,39.00,,324.00,71.00,0.00,0.00
Missouri,2020,10,3/7/20,1393.00,1257.00,23.00,272.00,40.00,53.00,41.00,108.00,46.00,27.00,12.00,325.00,64.00,0.00,0.00
Missouri,2020,11,3/14/20,1301.00,1174.00,16.00,234.00,37.00,40.00,45.00,94.00,33.00,31.00,11.00,321.00,63.00,0.00,0.00
Missouri,2020,12,3/21/20,1269.00,1166.00,23.00,246.00,28.00,47.00,46.00,83.00,36.00,43.00,,265.00,90.00,,
Missouri,2020,13,3/28/20,1338.00,1222.00,17.00,263.00,28.00,62.00,40.00,82.00,33.00,28.00,13.00,311.00,71.00,18.00,18.00
Missouri,2020,14,4/4/20,1300.00,1201.00,24.00,246.00,29.00,60.00,24.00,91.00,33.00,27.00,11.00,273.00,70.00,55.00,52.00
Missouri,2020,15,4/11/20,1462.00,1338.00,13.00,252.00,46.00,65.00,25.00,94.00,37.00,36.00,,323.00,68.00,97.00,95.00
Missouri,2020,16,4/18/20,1351.00,1233.00,,228.00,40.00,67.00,22.00,71.00,20.00,30.00,14.00,330.00,68.00,93.00,91.00
Missouri,2020,17,4/25/20,1443.00,1301.00,19.00,278.00,27.00,54.00,28.00,63.00,33.00,34.00,15.00,296.00,64.00,133.00,129.00
Missouri,2020,18,5/2/20,1389.00,1268.00,23.00,246.00,34.00,65.00,20.00,68.00,27.00,35.00,11.00,303.00,65.00,119.00,113.00
Missouri,2020,19,5/9/20,1422.00,1260.00,18.00,256.00,32.00,53.00,13.00,59.00,39.00,44.00,11.00,296.00,76.00,120.00,113.00
Missouri,2020,20,5/16/20,1342.00,1228.00,19.00,249.00,39.00,52.00,24.00,74.00,22.00,27.00,,289.00,57.00,92.00,85.00
Missouri,2020,21,5/23/20,1297.00,1161.00,16.00,230.00,33.00,37.00,15.00,91.00,28.00,31.00,17.00,305.00,61.00,78.00,70.00
Missouri,2020,22,5/30/20,1241.00,1098.00,14.00,249.00,23.00,62.00,17.00,64.00,20.00,32.00,,252.00,58.00,58.00,53.00
Missouri,2020,23,6/6/20,1287.00,1128.00,16.00,277.00,29.00,46.00,15.00,57.00,25.00,25.00,,292.00,44.00,52.00,49.00
Missouri,2020,24,6/13/20,1258.00,1121.00,21.00,256.00,27.00,51.00,15.00,49.00,28.00,33.00,,287.00,46.00,46.00,43.00
Missouri,2020,25,6/20/20,1223.00,1100.00,19.00,238.00,31.00,41.00,18.00,51.00,23.00,23.00,10.00,299.00,70.00,43.00,34.00
Missouri,2020,26,6/27/20,1278.00,1141.00,18.00,261.00,38.00,27.00,14.00,71.00,25.00,25.00,,287.00,74.00,43.00,36.00
Missouri,2020,27,7/4/20,1279.00,1121.00,18.00,286.00,41.00,39.00,,51.00,18.00,27.00,11.00,296.00,61.00,39.00,32.00
Missouri,2020,28,7/11/20,1285.00,1146.00,13.00,222.00,37.00,55.00,17.00,59.00,19.00,24.00,15.00,325.00,52.00,40.00,36.00
Missouri,2020,29,7/18/20,1362.00,1215.00,17.00,256.00,26.00,53.00,16.00,77.00,26.00,41.00,,318.00,64.00,46.00,42.00
Missouri,2020,30,7/25/20,1348.00,1209.00,,266.00,32.00,54.00,17.00,62.00,27.00,40.00,11.00,309.00,49.00,86.00,73.00
Missouri,2020,31,8/1/20,1355.00,1224.00,15.00,248.00,44.00,46.00,14.00,81.00,24.00,30.00,11.00,318.00,73.00,78.00,64.00
Missouri,2020,32,8/8/20,1351.00,1221.00,24.00,241.00,37.00,52.00,19.00,64.00,33.00,41.00,13.00,281.00,59.00,98.00,89.00
Missouri,2020,33,8/15/20,1371.00,1232.00,17.00,263.00,41.00,49.00,25.00,75.00,30.00,30.00,11.00,283.00,60.00,103.00,94.00
